country,year,area_selvatica_km2,superficie_total_km2,areas_protegidas,gasto_RD_pib,efectividad_gobierno,art_cientificos,uso_internet,pib_per_capita,inscripcion_primaria,inscripcion_secundaria,inscripcion_terciaria,gasto_educacion_gobierno,gasto_educacion_pib,investigadores_RD,tecnicos_RD,countryCode,region,incomeLevel,occurrenceCount,occurrenceCount_publisher,gbif_member,ogp_membership
Cameroon,2022,202284.8,475440.0,11.0,,-0.881507813930511,1506.03,41.775,1604.87726954895,112.494636113484,45.6066724321371,16.4371527754335,12.7669754975237,2.65952378267367,,,CM,Sub-Saharan Africa ,Lower middle income,711431.0,175528.0,Sí,No
Cameroon,2023,201724.8,475440.0,11.0,,-0.906262576580048,,41.9088,1736.86091073524,114.424832636759,44.840795775403,16.0404395184936,13.0829510944935,2.83907623667935,,,CM,Sub-Saharan Africa ,Lower middle income,828819.0,184530.0,Sí,No
Cameroon,2024,,,11.0,,,,,1762.3683508844,114.407278765947,,16.6614294830602,13.830376525189,,,,CM,Sub-Saharan Africa ,Lower middle income,976425.0,193754.0,Sí,No
Colombia,2000,627355.0,1141750.0,,0.13106,-0.403075814247131,535.48,2.20753,2555.00751039968,124.298286437988,76.4044799804688,25.5096893310547,,3.5112099647522,,,CO,Latin America & Caribbean ,Upper middle income,,,No,No
Colombia,2001,625427.29,1141750.0,,0.1329,,533.64,2.8542,2472.99084035833,121.088790893555,,26.3812599182129,,3.70867991447449,,,CO,Latin America & Caribbean ,Upper middle income,,,No,No
Colombia,2002,623499.58,1141750.0,,0.15559,-0.487907588481903,680.85,4.6,2428.92969771584,121.778861999512,78.1551971435547,26.5130996704102,,4.26812982559204,,,CO,Latin America & Caribbean ,Upper middle income,,,No,No
Colombia,2003,621571.87,1141750.0,,0.17398,-0.221860736608505,713.03,7.38892,2311.94218760291,,,,,4.32513999938965,,,CO,Latin America & Caribbean ,Upper middle income,,,Sí,No
Colombia,2004,619644.16,1141750.0,,0.16964,-0.215896517038345,858.09,9.11869,2818.57195413044,122.84008026123,82.9504623413086,29.5034599304199,,4.07934999465942,,,CO,Latin America & Caribbean ,Upper middle income,,,Sí,No
Colombia,2005,617716.45,1141750.0,,0.16557,-0.197672158479691,988.47,11.0073,3456.06610874512,124.040641784668,86.9616470336914,32.253978729248,,4.02098989486694,,,CO,Latin America & Caribbean ,Upper middle income,,,Sí,No
Colombia,2006,615788.74,1141750.0,,0.16427,-0.191516101360321,1449.56,15.3417,3789.85361217027,124.619491577148,90.2876663208008,34.3662109375,,3.91671991348267,,,CO,Latin America & Caribbean ,Upper middle income,,,Sí,No
Colombia,2007,613861.03,1141750.0,,0.18307,-0.0502213798463345,1562.09,21.8,4769.926147194,125.468856811523,93.012809753418,35.4785308837891,,4.08301019668579,,,CO,Latin America & Caribbean ,Upper middle income,319237.0,,Sí,No
Colombia,2008,611933.32,1141750.0,,0.19541,-0.0256232153624296,2357.93,25.6,5541.83629665898,126.483901977539,94.2315521240234,37.9448013305664,,3.9387800693512,,,CO,Latin America & Caribbean ,Upper middle income,563287.0,144693.0,Sí,No
Colombia,2009,610005.61,1141750.0,,0.19351,-0.300557911396027,2705.91,30.0,5250.97292433518,128.164978027344,98.2700805664062,39.5088005065918,,4.77651977539062,,,CO,Latin America & Caribbean ,Upper middle income,721887.0,219604.0,Sí,No
Colombia,2010,608077.9,1141750.0,,0.19358,-0.123824141919613,3169.79,36.5,6398.2958447102,124.375137329102,99.9543685913086,41.529670715332,,4.83382987976074,,,CO,Latin America & Caribbean ,Upper middle income,842109.0,221447.0,Sí,No
Colombia,2011,606731.64,1141750.0,,0.19842,-0.0504269637167454,3541.93,40.3509,7400.9940695669,121.831283569336,101.20581817627,45.2873306274414,,4.46608018875122,,,CO,Latin America & Caribbean ,Upper middle income,1233349.0,575819.0,Sí,Sí
Colombia,2012,605385.38,1141748.0,,0.22116,-0.00116499257273972,4076.94,48.98,8108.59838244229,118.63996887207,97.2326889038086,47.4669914245605,,4.37038993835449,,,CO,Latin America & Caribbean ,Upper middle income,1526618.0,786208.0,Sí,Sí
Colombia,2013,604039.12,1141749.0,18.1,0.25761,0.0531518310308456,4525.2,51.7,8279.10255642981,119.084732055664,98.1015014648438,50.7474899291992,,4.87855005264282,58.0547,,CO,Latin America & Caribbean ,Upper middle income,2468118.0,1595423.0,Sí,Sí
Colombia,2014,602692.86,1141749.0,18.1,0.30317,-0.135854035615921,4993.33,52.5681,8187.20824890084,116.080101013184,97.3632888793945,53.1794395446777,,4.62945985794067,59.05478,,CO,Latin America & Caribbean ,Upper middle income,3193426.0,2150473.0,Sí,Sí
Colombia,2015,601346.6,1141749.0,9.3,0.36542,-0.0937390848994255,5383.5,55.905,6248.51490534512,115.497077941895,97.6741180419922,54.7961311340332,,4.47038984298706,70.66931,,CO,Latin America & Caribbean ,Upper middle income,3524097.0,2236287.0,Sí,Sí
Colombia,2016,599594.9,1141749.0,9.4,0.27051,-0.03696658462286,6417.19,58.1365,5959.84250367574,115.443153381348,98.4156265258789,57.1437492370605,,4.47721004486084,91.2603,,CO,Latin America & Caribbean ,Upper middle income,4560941.0,6227300.0,Sí,Sí
Colombia,2017,597397.7,1141749.0,12.7,0.26109,-0.140821367502213,6701.16,62.2599,6479.53231292429,113.305381774902,99.2193298339844,58.3960418701172,,4.53551006317139,90.24729,,CO,Latin America & Caribbean ,Upper middle income,4750092.0,7107310.0,Sí,Sí
Colombia,2018,595404.8,1141750.0,15.7,0.31233,-0.139370113611221,7531.98,64.1264,6816.96818309544,111.699180603027,100.373336791992,57.3205413818359,,4.44910001754761,,,CO,Latin America & Caribbean ,Upper middle income,5446447.0,7761779.0,Sí,Sí
Colombia,2019,593412.0,1141750.0,15.7,0.32201,0.0327151045203209,8752.82,65.0069,6472.54544924705,109.355506896973,101.989349365234,56.6663017272949,,4.51069021224976,,,CO,Latin America & Caribbean ,Upper middle income,8264051.0,10473902.0,Sí,Sí
Colombia,2020,591419.1,1140619.05,17.0,0.2894,0.00847531855106354,9599.78,69.7953,5339.68711357943,107.083686828613,101.499450683594,55.7331085205078,,5.26166009902954,,,CO,Latin America & Caribbean ,Upper middle income,11234568.0,13287295.0,Sí,Sí
Colombia,2021,589426.267,1140619.05,17.0,,-0.0478276498615742,10300.11,73.0284,6222.62164397614,106.488357543945,102.987998962402,58.3159217834473,,,,,CO,Latin America & Caribbean ,Upper middle income,14399115.0,16322949.0,Sí,Sí
Colombia,2022,587433.389,1140619.05,16.7,,0.01379637978971,9683.4,72.7964,6680.44506854481,104.830467224121,101.573776245117,59.2901382446289,,,,,CO,Latin America & Caribbean ,Upper middle income,20624843.0,22375404.0,Sí,Sí
Colombia,2023,585440.541,1140619.1,16.7,,-0.075877919793129,,77.3369,7000.83660501046,,,,,,,,CO,Latin America & Caribbean ,Upper middle income,27886247.0,29520577.0,Sí,Sí
Colombia,2024,,,26.4,,,,,7913.98801464547,,,,,,,,CO,Latin America & Caribbean ,Upper middle income,33280599.0,34780923.0,Sí,Sí
Costa Rica,2000,28572.2,51100.0,,0.41135,0.262206673622131,121.83,5.80025,3812.75388284924,105.324829101562,59.6520385742188,,18.8195095062256,4.66695022583008,,,CR,Latin America & Caribbean ,High income,,,No,No
Costa Rica,2001,28586.18,51100.0,,,,169.1,9.55948,3985.12984506207,105.53547668457,63.9812812805176,,19.1528205871582,4.83202981948853,,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2002,28600.16,51100.0,,,0.306561231613159,162.07,19.8949,4067.71851429092,105.317329406738,65.6379089355469,,19.24049949646,5.15044021606445,,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2003,28614.14,51100.0,,0.3619,0.211418956518173,154.49,20.3336,4173.14856415514,,,,20.1517200469971,5.13373994827271,133.40471,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2004,28628.12,51100.0,,0.37288,0.212290197610855,219.26,20.7923,4431.0117207843,109.149803161621,77.7891998291016,25.8056793212891,20.4308891296387,4.89062976837158,110.07807,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2005,28642.1,51100.0,,,0.149778127670288,219.47,22.07,4703.00721784778,107.09986114502,79.1932067871094,,,,124.52761,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2006,28656.08,51100.0,,0.42693,0.0309586375951767,226.8,25.1,5256.59640859159,108.812652587891,85.9572372436523,,20.6433391571045,4.61613988876343,,,CR,Latin America & Caribbean ,High income,,,Sí,No
Costa Rica,2007,28670.06,51100.0,,0.35655,0.211472004652023,232.82,28.4,6137.71199925542,108.192337036133,86.9762496948242,,21.0218906402588,4.6345100402832,,,CR,Latin America & Caribbean ,High income,3250769.0,2817730.0,Sí,No
Costa Rica,2008,28684.04,51100.0,,0.38593,0.270571917295456,246.75,32.29,6937.24261596055,109.621971130371,88.2622985839844,,20.8109607696533,4.88697004318237,264.17779,,CR,Latin America & Caribbean ,High income,3546350.0,2842142.0,Sí,No
Costa Rica,2009,28698.02,51100.0,,0.51718,0.32113441824913,250.87,34.33,6832.69829924138,110.964897155762,94.3034362792969,,23.4082202911377,6.01030015945435,343.38493,,CR,Latin America & Caribbean ,High income,3725738.0,2842142.0,Sí,No
Costa Rica,2010,28712.0,51100.0,,0.4799,0.298928886651993,272.47,36.5,8265.78820275899,109.92635345459,97.5067367553711,,22.8808898925781,6.56574010848999,385.92478,,CR,Latin America & Caribbean ,High income,3924284.0,2842142.0,Sí,No
Costa Rica,2011,28875.66,51100.0,,0.46235,0.283398628234863,266.45,39.2122,9276.39107510528,108.691719055176,99.7109375,44.6711883544922,23.0096206665039,6.37988996505737,410.68891,,CR,Latin America & Caribbean ,High income,7021624.0,5813518.0,Sí,No
Costa Rica,2012,29039.32,51100.0,,0.54713,0.47439906001091,311.7,47.5,10126.999102414,107.544090270996,103.267303466797,46.6885414123535,23.5015602111816,6.58239984512329,340.94423,,CR,Latin America & Caribbean ,High income,4467018.0,3174364.0,Sí,Sí
Costa Rica,2013,29202.98,51100.0,3.0,0.54253,0.455911159515381,275.45,45.96,10803.2401961972,105.42813873291,108.534126281738,47.5057106018066,22.8309097290039,6.68739986419678,359.00481,,CR,Latin America & Caribbean ,High income,4639537.0,3176960.0,Sí,Sí
Costa Rica,2014,29366.64,51100.0,3.0,0.55627,0.362441927194595,365.39,53.0,10911.4978783227,104.007881164551,114.289863586426,50.3342781066895,23.1095294952393,6.67952013015747,574.91761,,CR,Latin America & Caribbean ,High income,5247718.0,3206744.0,Sí,Sí
Costa Rica,2015,29530.3,51100.0,3.0,0.43665,0.306554466485977,363.09,59.763,11714.7105980803,103.75464630127,115.72087097168,51.2845802307129,23.3734302520752,6.87349987030029,500.97138,,CR,Latin America & Caribbean ,High income,5776758.0,3206744.0,Sí,Sí
Costa Rica,2016,29694.0,51100.0,3.0,0.44335,0.28387451171875,425.5,65.8804,12091.0301606335,104.599922180176,118.203712463379,51.6516418457031,23.4232006072998,6.89395999908447,531.44617,,CR,Latin America & Caribbean ,High income,7413413.0,4016779.0,Sí,Sí
Costa Rica,2017,29857.7,51100.0,3.0,0.42587,0.222521707415581,483.69,71.5817,12317.0902771322,103.215171813965,121.514961242676,54.4492301940918,30.1514205932617,7.06980991363525,385.02378,,CR,Latin America & Caribbean ,High income,8320829.0,6980102.0,Sí,Sí
Costa Rica,2018,30021.3,51100.0,3.0,0.37144,0.352706402540207,542.38,73.4797,12590.2493781628,105.513519287109,125.964347839355,52.6140899658203,26.086669921875,6.76991987228394,349.49117,,CR,Latin America & Caribbean ,High income,8473143.0,6980102.0,Sí,Sí
Costa Rica,2019,30185.0,51100.0,4.7,,0.347661405801773,631.94,81.2026,12884.6859951947,108.828872680664,132.849334716797,55.0202903747559,32.5915794372559,6.73808002471924,,,CR,Latin America & Caribbean ,High income,11380093.0,9651135.0,Sí,Sí
Costa Rica,2020,30348.7,51100.0,4.8,0.33002,0.196500390768051,702.29,80.5302,12394.0493969354,108.293647766113,132.678680419922,,30.0822105407715,6.62898015975952,371.97029,,CR,Latin America & Caribbean ,High income,14307063.0,12038852.0,Sí,Sí
Costa Rica,2021,30512.4,51100.0,4.8,0.27385,0.222867384552956,753.03,82.749,12838.1185359009,107.190368652344,138.903381347656,,31.1666202545166,6.24841976165771,406.58119,,CR,Latin America & Caribbean ,High income,16816107.0,14344606.0,Sí,Sí
Costa Rica,2022,30676.1,51100.0,28.8,0.33789,0.0526026673614979,711.36,82.598,13625.9008491478,106.197128295898,131.907592773438,,,,462.47421,,CR,Latin America & Caribbean ,High income,21194056.0,17126592.0,Sí,Sí
Costa Rica,2023,30839.8,51100.0,28.8,,0.260196477174759,,85.3951,16942.0268119304,106.156616210938,125.510070800781,,,,,,CR,Latin America & Caribbean ,High income,24773184.0,20702960.0,Sí,Sí
Costa Rica,2024,,,28.2,,,,,18587.1532203614,,,,,,,,CR,Latin America & Caribbean ,High income,32134102.0,24837543.0,Sí,Sí
Germany,2000,113540.0,357030.0,,2.40982,1.80453169345856,69738.56,30.2163,23925.8559901991,105.392036437988,99.1294326782227,,,,3154.48437,,DE,Europe & Central Asia,High income,,,No,No
Germany,2001,113595.0,357030.0,,2.40437,,71531.01,31.6509,23878.3641471651,106.650672912598,99.554801940918,,,,3230.26868,,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2002,113650.0,357040.0,,2.43622,1.66001808643341,71994.35,48.82,25486.5942008748,104.92115020752,100.853607177734,,,,3240.75467,,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2003,113705.0,357040.0,,2.47461,1.35740518569946,74319.9,55.9,30711.1022511331,103.66805267334,101.226783752441,,,,3275.18656,1102.20772,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2004,113760.0,357050.0,,2.43519,1.46714746952057,77210.07,64.73,34566.7359143735,103.642723083496,101.377777099609,,,,3290.96185,1076.26203,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2005,113815.0,357090.0,,2.44193,1.5005247592926,85127.72,68.71,35084.4363546269,103.440620422363,101.436492919922,,,,3315.75626,1159.00519,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2006,113870.0,357100.0,,2.47232,1.64597606658936,87144.84,72.16,36980.3349948954,104.262641906738,102.486396789551,,,,3411.78697,1214.18065,DE,Europe & Central Asia,High income,,,Sí,No
Germany,2007,113925.0,357100.0,,2.46048,1.63131237030029,90199.02,75.16,42350.9217211489,104.793502807617,102.009773254395,,,,3573.67338,1318.31768,DE,Europe & Central Asia,High income,4544855.0,6027332.0,Sí,No
Germany,2008,113980.0,357110.0,,2.61513,1.51405537128448,93343.56,78.0,46386.3295924799,105.103981018066,103.240730285645,,10.0711097717285,4.47337007522583,3726.67445,1354.20763,DE,Europe & Central Asia,High income,4666284.0,7166082.0,Sí,No
Germany,2009,114035.0,357120.0,,2.74266,1.57510924339294,96399.98,79.0,42487.2137101496,104.816513061523,103.314292907715,,,,3916.78276,1380.22509,DE,Europe & Central Asia,High income,4766604.0,7052059.0,Sí,No
Germany,2010,114090.0,357130.0,,2.73024,1.51569378376007,98512.11,82.0,42409.9356994694,104.337593078613,104.891357421875,,10.3819904327393,4.99525022506714,4056.42386,1400.66219,DE,Europe & Central Asia,High income,4755139.0,7443117.0,Sí,No
Germany,2011,114110.0,357140.0,,2.80555,1.50013899803162,101238.25,81.27,47646.582043143,104.415718078613,105.34651184082,,10.7915496826172,4.88583993911743,4191.51741,1725.48048,DE,Europe & Central Asia,High income,5313668.0,10249891.0,Sí,No
Germany,2012,114130.0,357170.0,,2.88166,1.53097581863403,105639.02,82.35,44735.5882319701,104.140548706055,104.442237854004,,10.7168598175049,4.83153009414673,4355.567,1733.25114,DE,Europe & Central Asia,High income,5661290.0,10877714.0,Sí,No
Germany,2013,114150.0,357340.0,38.9,2.83599,1.51041460037231,106118.13,84.17,47220.0102098851,103.638671875,103.935333251953,60.8984489440918,10.717679977417,4.83911991119385,4380.38742,1709.52961,DE,Europe & Central Asia,High income,6567422.0,12073369.0,Sí,No
Germany,2014,114170.0,357380.0,38.5,2.87784,1.6648246049881,108118.23,86.1937,48971.0824722599,102.62181854248,103.303871154785,65.1844787597656,10.8451299667358,4.82582998275757,4336.01915,1883.19568,DE,Europe & Central Asia,High income,12195448.0,18749860.0,Sí,No
Germany,2015,114190.0,357410.0,38.5,2.93379,1.65639758110046,108479.28,87.5898,41911.0109851054,102.702461242676,102.192413330078,68.23291015625,10.6987800598144,4.76157999038696,4755.29531,1909.85383,DE,Europe & Central Asia,High income,12872650.0,19407747.0,Sí,No
Germany,2016,114190.0,357580.0,38.8,2.94039,1.66018795967102,110725.54,84.1652,42961.0356905775,101.406066894531,100.852310180664,67.9464111328125,10.613730430603,4.74631023406982,4839.84645,1945.70514,DE,Europe & Central Asia,High income,24521062.0,31204490.0,Sí,Sí
Germany,2017,114190.0,357580.0,38.8,3.0471,1.61311173439026,111426.61,84.3942,45526.5999576533,101.738708496094,101.095642089844,68.4692306518555,10.7217903137207,4.77830982208252,5058.39528,2006.65327,DE,Europe & Central Asia,High income,24976740.0,32831191.0,Sí,Sí
Germany,2018,114190.0,357580.0,38.8,3.11011,1.52356374263763,111308.13,87.0371,48874.8595028454,102.645378112793,100.837303161621,69.1634292602539,10.9289703369141,4.88400983810425,5209.2143,,DE,Europe & Central Asia,High income,37705978.0,46343148.0,Sí,Sí
Germany,2019,114190.0,357580.0,38.5,3.16701,1.49534583091736,113491.66,88.1345,47623.8656074829,102.547470092773,101.152557373047,72.705078125,11.0342197418213,5.02757978439331,5398.63462,,DE,Europe & Central Asia,High income,38031924.0,45825291.0,Sí,Sí
Germany,2020,114190.0,357590.0,38.8,3.13136,1.31368815898895,112179.45,89.8129,47379.765194548,101.996658325195,101.307800292969,72.3894195556641,10.7882499694824,5.51600980758667,5390.05249,,DE,Europe & Central Asia,High income,41590326.0,45864621.0,Sí,Sí
Germany,2021,114190.0,357590.0,38.5,3.12882,1.28911292552948,119603.62,91.4306,52265.6541620571,101.346549987793,101.203536987305,75.6655426025391,10.5845499038696,5.36734008789062,5520.57631,,DE,Europe & Central Asia,High income,46813781.0,50387943.0,Sí,Sí
Germany,2022,114190.0,357600.0,38.7,3.13236,1.28929960727692,113976.3,91.6298,49686.1154582583,100.218132019043,100.81729888916,77.3656997680664,10.6917295455933,5.23916006088257,5787.44181,,DE,Europe & Central Asia,High income,51202058.0,56728276.0,Sí,Sí
Germany,2023,114190.0,357680.0,38.7,,1.18541669845581,,92.4764,53940.4073447462,102.190689086914,100.603057861328,78.5947494506836,,,,,DE,Europe & Central Asia,High income,55645768.0,55142155.0,Sí,Sí
Germany,2024,,,40.1,,,,93.5,55800.2194549412,,,,,,,,DE,Europe & Central Asia,High income,61062339.0,58154887.0,Sí,Sí
Denmark,2000,5716.0,42920.0,,2.1862,1.89654886722565,7180.91,39.1724,30722.0251837567,99.6710510253906,126.853088378906,58.3664016723633,15.3018999099731,8.09000015258789,,,DK,Europe & Central Asia,High income,,,No,No
Denmark,2001,5730.89,42920.0,,2.32466,,7158.33,42.9575,30768.4775471112,99.7206420898438,129.876510620117,61.3673095703125,15.4932098388672,8.21094989776611,3636.56281,,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2002,5745.78,42920.0,,2.44145,2.0240433216095,7190.23,64.25,33257.1622586509,101.688171386719,125.105667114258,64.2234725952148,15.4544897079468,8.20600032806396,4758.77798,,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2003,5760.67,42920.0,,2.51085,2.08797860145569,7565.75,76.26,40519.0974905924,,124.619468688965,68.1712493896484,15.1582098007202,8.10984039306641,4621.86049,,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2004,5775.56,42920.0,,2.41916,2.28722190856934,7939.76,80.93,46625.050098011,100.0,121.348091125488,74.9665069580078,15.5099496841431,8.18766021728516,4847.79783,,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2005,5790.45,42920.0,,2.39337,2.11490678787231,8466.21,82.74,48925.8076698784,98.2105865478516,122.080146789551,80.8124618530273,15.7961902618408,8.0647497177124,5207.24681,1988.58108,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2006,5805.34,42920.0,,2.403,2.22395443916321,8685.4,86.65,52119.1787984282,99.3460388183594,118.173477172852,78.5057678222656,15.5222301483154,7.71623992919922,5314.72934,2000.97184,DK,Europe & Central Asia,High income,,,Sí,No
Denmark,2007,5820.23,42920.0,,2.51541,2.34719085693359,9044.64,85.03,58631.6566433635,100.0,117.994140625,78.243293762207,15.3610601425171,7.59681987762451,5539.33467,2107.29003,DK,Europe & Central Asia,High income,412370.0,556989.0,Sí,No
Denmark,2008,5835.12,42920.0,,2.77346,2.2413592338562,9294.1,85.02,64616.6657583663,99.660270690918,117.272972106934,74.8606262207031,14.8002004623413,7.44195985794067,6519.6824,,DK,Europe & Central Asia,High income,444740.0,731498.0,Sí,No
Denmark,2009,5850.01,42920.0,,3.05514,2.22860789299011,9790.04,86.84,58412.7472358513,100.002456665039,117.131889343262,73.1106262207031,14.9351301193237,8.41279983520508,6674.9003,2236.5603,DK,Europe & Central Asia,High income,4902411.0,5254626.0,Sí,No
Denmark,2010,5864.9,42920.0,,2.91707,2.10007047653198,10314.12,88.72,58104.5445594981,100.18155670166,118.944053649902,72.4951477050781,15.1291103363037,8.55025005340576,6763.58309,2260.51353,DK,Europe & Central Asia,High income,4966785.0,5358128.0,Sí,No
Denmark,2011,5941.28,42920.0,,2.94465,2.10107469558716,11432.71,89.81,61809.737898222,101.197456359863,121.816520690918,75.9300231933594,15.0597496032715,8.47716045379639,7045.77406,2123.59784,DK,Europe & Central Asia,High income,7502612.0,7850153.0,Sí,No
Denmark,2012,6017.66,42920.0,,2.98125,1.98699104785919,12398.11,92.26,58443.7747103968,101.51065826416,124.577186584473,77.7465515136719,12.5129699707031,7.24570989608765,7181.8507,,DK,Europe & Central Asia,High income,7495976.0,8201171.0,Sí,No
Denmark,2013,6094.04,42920.0,17.6,2.97048,1.94326293468475,12912.29,94.6297,61377.5940590412,101.299331665039,131.692306518555,80.4186782836914,15.2367897033691,8.46864032745361,7115.41931,,DK,Europe & Central Asia,High income,8623966.0,9326214.0,Sí,No
Denmark,2014,6170.42,42920.0,20.5,2.91409,1.78492867946625,14140.3,95.9935,62520.4509747011,101.176940917969,132.451354980469,81.3143615722656,13.862250328064,7.63833999633789,7358.18842,,DK,Europe & Central Asia,High income,8743816.0,9384792.0,Sí,No
Denmark,2015,6246.8,42920.0,20.5,3.05497,1.79474246501923,14343.41,96.3305,53094.0133607574,100.882141113281,133.795471191406,83.300407409668,,,7566.45783,,DK,Europe & Central Asia,High income,9663488.0,10261462.0,Sí,No
Denmark,2016,6246.6,42920.0,17.9,3.09283,1.82117700576782,14395.75,96.9678,54500.9260410217,101.041496276855,131.441299438477,82.1714935302734,14.7375202178955,7.71534013748169,7852.0565,,DK,Europe & Central Asia,High income,11305758.0,11920632.0,Sí,No
Denmark,2017,6256.0,42920.0,20.7,2.93124,1.74683058261871,14654.73,97.0994,57521.5514992225,100.778030395508,130.324432373047,81.3220062255859,14.5648498535156,7.3700098991394,7647.61749,,DK,Europe & Central Asia,High income,26666382.0,27296188.0,Sí,No
Denmark,2018,6265.6,42920.0,17.9,2.96603,1.81060206890106,14802.91,97.3192,61324.7665045565,100.749008178711,129.849563598633,81.1405487060547,14.4371299743652,7.32746982574463,7597.52556,,DK,Europe & Central Asia,High income,27313793.0,27925538.0,Sí,No
Denmark,2019,6275.0,42920.0,17.7,2.89685,1.87326776981354,15073.24,98.0464,59404.2663247723,100.551002502441,129.311126708984,81.6945877075195,14.6080303192139,7.27587985992432,7693.54905,,DK,Europe & Central Asia,High income,31644482.0,32077139.0,Sí,No
Denmark,2020,6284.4,42920.0,17.9,2.97258,1.8400673866272,15427.2,96.5491,60985.4885601514,100.459587097168,129.995193481445,82.6643295288086,13.8466501235962,7.38573980331421,7651.2843,,DK,Europe & Central Asia,High income,42760992.0,43440023.0,Sí,No
Denmark,2021,6293.8,42920.0,17.9,2.76142,1.95973408222198,16242.39,98.8659,69727.9873677012,100.308418273926,131.772018432617,83.982292175293,14.0789499282837,6.95915985107422,7708.2373,,DK,Europe & Central Asia,High income,46412601.0,47201298.0,Sí,No
Denmark,2022,6303.2,42920.0,17.9,2.89051,1.9901350736618,16126.02,97.8601,68091.3191138669,100.244453430176,130.326995849609,84.5866088867188,14.1574401855469,6.35586977005005,8735.60064,,DK,Europe & Central Asia,High income,50012054.0,50538896.0,Sí,No
Denmark,2023,6312.6,42920.0,17.9,,2.01564884185791,,98.7756,68453.8769281145,99.8698883056641,126.98078918457,81.2308197021484,,,,,DK,Europe & Central Asia,High income,53620910.0,54409258.0,Sí,No
Denmark,2024,,,17.7,,,,99.7692,71851.7562131368,,,,,,,,DK,Europe & Central Asia,High income,57274504.0,57849413.0,Sí,No
Ecuador,2000,137305.0,256370.0,,,-0.685290277004242,73.7,1.46219,1382.23421759909,107.411689758301,55.9612693786621,,4.95730018615723,1.20265996456146,,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2001,136602.69,256370.0,,0.05448,,60.41,2.67044,1791.30359685037,108.008460998535,56.2870216369629,,,,40.16034,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2002,135900.38,256370.0,,0.0584,-0.831196308135986,91.3,4.2608,2059.1585535974,108.658729553223,57.2436103820801,,,,42.23367,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2003,135198.07,256370.0,,0.06007,-0.936161398887634,98.81,4.46023,2315.62215223014,108.234580993652,56.8165702819824,,,,48.66397,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2004,134495.76,256370.0,,,-0.957234144210815,93.53,4.83444,2586.20914663347,107.823509216309,57.409610748291,,,,,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2005,133793.45,256370.0,,,-0.96779453754425,133.34,5.99426,2909.02606014388,107.851249694824,59.8716011047363,,,,,,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2006,133091.14,256370.0,,0.13176,-1.03793919086456,135.16,7.2,3243.67010359339,108.028701782227,61.9531517028809,,,,70.53158,18.70637,EC,Latin America & Caribbean ,Upper middle income,,,No,No
Ecuador,2007,132388.83,256370.0,,0.13501,-0.861449539661407,143.06,10.8,3478.92488770671,109.574661254883,63.4471893310547,,,,65.03887,18.81572,EC,Latin America & Caribbean ,Upper middle income,635730.0,,No,No
Ecuador,2008,131686.52,256370.0,,0.23011,-0.854377806186676,154.2,18.8,4194.75750661981,107.735610961914,,38.1871795654297,,,103.21122,29.8712,EC,Latin America & Caribbean ,Upper middle income,755961.0,,No,No
Ecuador,2009,130984.21,256370.0,,0.41055,-0.738012194633484,180.38,24.6,4053.36331139298,112.422248840332,85.9710388183594,,13.1725702285767,4.51763010025024,118.28189,59.10345,EC,Latin America & Caribbean ,Upper middle income,952751.0,,No,No
Ecuador,2010,130281.9,256370.0,,0.41127,-0.674511253833771,192.46,29.03,4520.30959039763,108.529831519835,91.5583877563477,,12.9965600967407,4.60028982162476,141.13492,68.55641,EC,Latin America & Caribbean ,Upper middle income,1106194.0,,No,No
Ecuador,2011,129863.88,256370.0,,0.34115,-0.527820348739624,171.31,31.3668,5153.6916424375,108.222664680389,95.6929702758789,,11.976110458374,4.74424982070923,180.01141,77.20072,EC,Latin America & Caribbean ,Upper middle income,1169630.0,,No,No
Ecuador,2012,129445.86,256370.0,,0.33308,-0.474284678697586,244.88,35.1351,5634.08393191094,105.657930195512,98.554801940918,39.2524690384971,10.7788896560669,4.65310001373291,281.58285,83.49435,EC,Latin America & Caribbean ,Upper middle income,1303775.0,,No,No
